mpg,cylinders,displacement,horsepower,weight,acceleration,model year,origin,car name,accelerationToWeightRatio
31.3,4,120.0,75.0,2542,17.5,80,3,mazda 626,0.0068843430369787
37.0,4,119.0,92.0,2434,15.0,80,3,datsun 510 hatchback,0.0061626951520131
32.2,4,108.0,75.0,2265,15.2,80,3,toyota corolla,0.0067108167770419
46.6,4,86.0,65.0,2110,17.9,80,3,mazda glc,0.0084834123222748
27.9,4,156.0,105.0,2800,14.4,80,1,dodge colt,0.0051428571428571
40.8,4,85.0,65.0,2110,19.2,80,3,datsun 210,0.0090995260663507
44.3,4,90.0,48.0,2085,21.7,80,2,vw rabbit c (diesel),0.0104076738609112
43.4,4,90.0,48.0,2335,23.7,80,2,vw dasher (diesel),0.0101498929336188
36.4,5,121.0,67.0,2950,19.9,80,2,audi 5000s (diesel),0.0067457627118644
30.0,4,146.0,67.0,3250,21.8,80,2,mercedes-benz 240d,0.0067076923076923
44.6,4,91.0,67.0,1850,13.8,80,3,honda civic 1500 gl,0.0074594594594594
40.9,4,85.0,105.0825,1835,17.3,80,2,renault lecar deluxe,0.0094277929155313
33.8,4,97.0,67.0,2145,18.0,80,3,subaru dl,0.0083916083916083
29.8,4,89.0,62.0,1845,15.3,80,2,vokswagen rabbit,0.0082926829268292
32.7,6,168.0,132.0,2910,11.4,80,3,datsun 280-zx,0.0039175257731958
23.7,3,70.0,100.0,2420,12.5,80,3,mazda rx-7 gs,0.0051652892561983
35.0,4,122.0,88.0,2500,15.1,80,2,triumph tr7 coupe,0.00604
23.6,4,140.0,105.0825,2905,14.3,80,1,ford mustang cobra,0.0049225473321858
32.4,4,107.0,72.0,2290,17.0,80,3,honda accord,0.0074235807860262
27.2,4,135.0,84.0,2490,15.7,81,1,plymouth reliant,0.0063052208835341
26.6,4,151.0,84.0,2635,16.4,81,1,buick skylark,0.006223908918406
25.8,4,156.0,92.0,2620,14.4,81,1,dodge aries wagon (sw),0.0054961832061068
23.5,6,173.0,110.0,2725,12.6,81,1,chevrolet citation,0.0046238532110091
30.0,4,135.0,84.0,2385,12.9,81,1,plymouth reliant,0.0054088050314465
39.1,4,79.0,58.0,1755,16.9,81,3,toyota starlet,0.0096296296296296
39.0,4,86.0,64.0,1875,16.4,81,1,plymouth champ,0.0087466666666666
35.1,4,81.0,60.0,1760,16.1,81,3,honda civic 1300,0.0091477272727272
32.3,4,97.0,67.0,2065,17.8,81,3,subaru,0.0086198547215496
37.0,4,85.0,65.0,1975,19.4,81,3,datsun 210 mpg,0.0098227848101265
37.7,4,89.0,62.0,2050,17.3,81,3,toyota tercel,0.0084390243902439
34.1,4,91.0,68.0,1985,16.0,81,3,mazda glc 4,0.0080604534005037
34.7,4,105.0,63.0,2215,14.9,81,1,plymouth horizon 4,0.006726862302483
34.4,4,98.0,65.0,2045,16.2,81,1,ford escort 4w,0.007921760391198
29.9,4,98.0,65.0,2380,20.7,81,1,ford escort 2h,0.0086974789915966
33.0,4,105.0,74.0,2190,14.2,81,2,volkswagen jetta,0.0064840182648401
34.5,4,100.0,105.0825,2320,15.8,81,2,renault 18i,0.0068103448275862
33.7,4,107.0,75.0,2210,14.4,81,3,honda prelude,0.0065158371040723
32.4,4,108.0,75.0,2350,16.8,81,3,toyota corolla,0.0071489361702127
32.9,4,119.0,100.0,2615,14.8,81,3,datsun 200sx,0.0056596558317399
31.6,4,120.0,74.0,2635,18.3,81,3,mazda 626,0.0069449715370018
28.1,4,141.0,80.0,3230,20.4,81,2,peugeot 505s turbo diesel,0.0063157894736842
23.514572864321607,4,121.0,110.0,2800,15.4,81,2,saab 900s,0.0055
30.7,6,145.0,76.0,3160,19.6,81,2,volvo diesel,0.0062025316455696
25.4,6,168.0,116.0,2900,12.6,81,3,toyota cressida,0.0043448275862068
24.2,6,146.0,120.0,2930,13.8,81,3,datsun 810 maxima,0.0047098976109215
22.4,6,231.0,110.0,3415,15.8,81,1,buick century,0.0046266471449487
26.6,8,350.0,105.0,3725,19.0,81,1,oldsmobile cutlass ls,0.0051006711409395
20.2,6,200.0,88.0,3060,17.1,81,1,ford granada gl,0.0055882352941176
17.6,6,225.0,85.0,3465,16.6,81,1,chrysler lebaron salon,0.0047907647907647
28.0,4,112.0,88.0,2605,19.6,82,1,chevrolet cavalier,0.0075239923224568
27.0,4,112.0,88.0,2640,18.6,82,1,chevrolet cavalier wagon,0.0070454545454545
34.0,4,112.0,88.0,2395,18.0,82,1,chevrolet cavalier 2-door,0.0075156576200417
31.0,4,112.0,85.0,2575,16.2,82,1,pontiac j2000 se hatchback,0.0062912621359223
29.0,4,135.0,84.0,2525,16.0,82,1,dodge aries se,0.0063366336633663
27.0,4,151.0,90.0,2735,18.0,82,1,pontiac phoenix,0.006581352833638
24.0,4,140.0,92.0,2865,16.4,82,1,ford fairmont futura,0.0057242582897033
23.0,4,151.0,105.0825,3035,20.5,82,1,amc concord dl,0.0067545304777594
36.0,4,105.0,74.0,1980,15.3,82,2,volkswagen rabbit l,0.0077272727272727
37.0,4,91.0,68.0,2025,18.2,82,3,mazda glc custom l,0.0089876543209876
31.0,4,91.0,68.0,1970,17.6,82,3,mazda glc custom,0.0089340101522842
38.0,4,105.0,63.0,2125,14.7,82,1,plymouth horizon miser,0.0069176470588235
36.0,4,98.0,70.0,2125,17.3,82,1,mercury lynx l,0.0081411764705882
36.0,4,120.0,88.0,2160,14.5,82,3,nissan stanza xe,0.0067129629629629
36.0,4,107.0,75.0,2205,14.5,82,3,honda accord,0.0065759637188208
34.0,4,108.0,70.0,2245,16.9,82,3,toyota corolla,0.0075278396436525
38.0,4,91.0,67.0,1965,15.0,82,3,honda civic,0.0076335877862595
32.0,4,91.0,67.0,1965,15.7,82,3,honda civic (auto),0.0079898218829516
38.0,4,91.0,67.0,1995,16.2,82,3,datsun 310 gx,0.0081203007518797
25.0,6,181.0,110.0,2945,16.4,82,1,buick century limited,0.0055687606112054
38.0,6,262.0,85.0,3015,17.0,82,1,oldsmobile cutlass ciera (diesel),0.0056384742951907
26.0,4,156.0,92.0,2585,14.5,82,1,chrysler lebaron medallion,0.0056092843326885
22.0,6,232.0,112.0,2835,14.7,82,1,ford granada l,0.0051851851851851
32.0,4,144.0,96.0,2665,13.9,82,3,toyota celica gt,0.0052157598499061
36.0,4,135.0,84.0,2370,13.0,82,1,dodge charger 2.2,0.0054852320675105
27.0,4,151.0,90.0,2950,17.3,82,1,chevrolet camaro,0.005864406779661
27.0,4,140.0,86.0,2790,15.6,82,1,ford mustang gl,0.0055913978494623
44.0,4,97.0,52.0,2130,24.6,82,2,vw pickup,0.0115492957746478
32.0,4,135.0,84.0,2295,11.6,82,1,dodge rampage,0.0050544662309368
28.0,4,120.0,79.0,2625,18.6,82,1,ford ranger,0.0070857142857142
31.0,4,119.0,82.0,2720,19.4,82,1,chevy s-10,0.0071323529411764
